FASTSim I/O #,Vocation,Drivetrain,Vehicle loading,Tech year,Range set point of specified spread %,Scenario name,vehPtType,dragCoef,frontalAreaM2,gliderKg_input,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg_input,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffType,fcAbsEffImpr,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,maxMotorKw,motorPeakEff,motorSecsToPeakPwr,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg_input,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,driveCycle,VMT,vmtReductPerYear,constTripDistMiles,vehLifeYears,desiredEssReplacements,gasolineDolPerGal,dieselDolPerGal,dolPerKwh,hydrogenDolPerGGE,tax,discRate,essDolPerKw,essDolPerKwh,essPackageCost,essCostRedPerYear,essSalvageVal,peAndMcDolPerKw,peAndMcBaseCost,iceDolPerKw,iceBaseCost,fuelCellDolPerKw,fuelStorDolPerKwh,fuelStorH2DolPerKwh,plugCost_input,markup,cngIceDolPerKw,fuelStorCngDolPerKwh,vehGliderPrice,vehScenName,range_acvd,acvhd_0_to_acc_speed_secs,mpgge,grid_kwh_per_mi,msrp,gliderCost,fcCost,fsCost,plugCost,mpeCost,essCost,taxCost,vehKg,essMassKg,mcMassKg,fcMassKg,fsMassKg,cargoKg,gliderKg,transKg,Total_mpgge_with_aggegated_PHEV,electricity_use_kWh_per_mi,total_range_mi,fuel_kwh_per_mi,electric_range_mi,fuel_range_mi,Vehicle_class_max_gross_weight(kg),PHEV_Charge_Depleting_Mode_Electricity_Use_kWh_per_mile,PHEV_Charge_Depleting_Mode_Fuel_Use_kWh_per_mile,PHEV_Charge_Sustaining_Mode_Fuel_Use_kWh_per_mile,Vehicle_max_cargo_capacity(kg),Drive_cycle_number,Drive_cycle_name,,,vMassLb
1,C8 truck sleeper,Conv,max,2018,0,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,23294.08615,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,672.0177683,58.95359762,6.634924098,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,36287.43275,0,0,1385.79235,414.754255,23294.08615,10832.8,360,6.634924098,0,750,5.0791840,0,750,36287.43275,0,0,0,23294.08615,1,long_haul_cyc.csv,,,80000
1196,C6 parcel delivery,HEV,typical,2025,-1,C6 parcel delivery| HEV| ave cargo| 2025| -100% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,264.6820552,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.70813384,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| -100% of ave rng,100.0000785,25.10458654,12.73226719,0,59591.29754,36678.56331,20042.16896,27.7916158,0,486.5535824,2356.220076,0,10577.7837,165.9645353,17.27877743,709.0033989,32.16182248,5183.812417,4271.56275,198,12.73226719,0,100,2.6468185,0,100,11793.41565,0,0,0,6399.444361,1,C6_parcel_delivery_baltimore.csv,,,23319.9935
1197,C6 parcel delivery,HEV,typical,2025,-0.5,C6 parcel delivery| HEV| ave cargo| 2025| -50% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,397.5326304,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.72829398,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| -50% of ave rng,149.9998801,25.14166716,12.71592713,0,59608.27087,36678.56331,20042.16896,41.74092619,0,486.5535824,2359.244097,0,10594.02402,166.0620297,17.27877743,709.0033989,48.30464944,5183.812417,4271.56275,198,12.71592713,0,150,2.6502197,0,150,11793.41565,0,0,0,6383.20404,1,C6_parcel_delivery_baltimore.csv,,,23355.79724
1198,C6 parcel delivery,HEV,typical,2025,0,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,530.7519325,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.7493155,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,200.0001559,25.17881471,12.6989745,0,59625.41213,36678.56331,20042.16896,55.72895291,0,486.5535824,2362.397325,0,10610.31331,166.1636898,17.27877743,709.0033989,64.49228082,5183.812417,4271.56275,198,12.6989745,0,200,2.6537576,0,200,11793.41565,0,0,0,6366.914748,1,C6_parcel_delivery_baltimore.csv,,,23391.70894
1199,C6 parcel delivery,HEV,typical,2025,0.5,C6 parcel delivery| HEV| ave cargo| 2025| +50% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,798.2124549,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.79055301,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| +50% of ave rng,300.0002291,25.25345924,12.66581054,0,59659.68111,36678.56331,20042.16896,83.81230776,0,486.5535824,2368.582952,0,10643.01218,166.3631144,17.27877743,709.0033989,96.99171806,5183.812417,4271.56275,198,12.66581054,0,300,2.6607062,0,300,11793.41565,0,0,0,6334.215887,1,C6_parcel_delivery_baltimore.csv,,,23463.7975
1200,C6 parcel delivery,HEV,typical,2025,1,C6 parcel delivery| HEV| ave cargo| 2025| +100% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,1067.306161,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.83540298,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| +100% of ave rng,399.9996918,25.32861086,12.6299183,0,59694.66344,36678.56331,20042.16896,112.0671469,0,486.5535824,2375.310447,0,10675.92696,166.5800088,17.27877743,709.0033989,129.6896053,5183.812417,4271.56275,198,12.6299183,0,400,2.6682675,0,400,11793.41565,0,0,0,6301.301105,1,C6_parcel_delivery_baltimore.csv,,,23536.36209
1201,C6 parcel delivery,HEV,max,2050,0,C6 parcel delivery| HEV| max cargo| 2050| +0% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,6892.184103,0,5000,1,440.5466009,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.07259943,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| max cargo| 2050| +0% of ave rng,176.6812685,27.90391462,13.51538915,0,61399.84698,38687.41423,20779.3078,46.25739309,0,318.1556296,1568.711932,0,11793.41565,129.2177983,6.654775847,695.4221412,53.53132671,6892.184103,3818.4055,198,13.51538915,0,200,2.4934539,0,200,11793.41565,0,0,0,6892.184103,1,C6_parcel_delivery_baltimore.csv,,,26000
1202,C6 parcel delivery,HEV,typical,2050,-1,C6 parcel delivery| HEV| ave cargo| 2050| -100% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,5334.864833,0,5000,1,219.7926693,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.04407533,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| ave cargo| 2050| -100% of ave rng,99.99984537,24.28588458,15.33260777,0,61373.24493,38687.41423,20779.3078,23.07823028,0,318.1556296,1565.28904,0,10209.18674,129.132226,6.654775847,695.4221412,26.70726131,5334.864833,3818.4055,198,15.33260777,0,100,2.1979301,0,100,11793.41565,0,0,0,6919.093741,1,C6_parcel_delivery_baltimore.csv,,,22507.37726
1203,C6 parcel delivery,HEV,typical,2050,-0.5,C6 parcel delivery| HEV| ave cargo| 2050| -50% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,5334.864833,0,5000,1,330.0494659,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.05833693,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| ave cargo| 2050| -50% of ave rng,149.9994224,24.31622869,15.31582704,0,61386.53329,38687.41423,20779.3078,34.65519392,0,318.1556296,1567.000432,0,10222.62695,129.1750108,6.654775847,695.4221412,40.10469211,5334.864833,3818.4055,198,15.31582704,0,150,2.2003382,0,150,11793.41565,0,0,0,6905.653526,1,C6_parcel_delivery_baltimore.csv,,,22537.00783
1204,C6 parcel delivery,HEV,typical,2050,0,C6 parcel delivery| HEV| ave cargo| 2050| +0% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,5334.864833,0,5000,1,440.5466009,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.07259943,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| ave cargo| 2050| +0% of ave rng,199.999691,24.34666378,15.2991524,0,61399.84698,38687.41423,20779.3078,46.25739309,0,318.1556296,1568.711932,0,10236.09638,129.2177983,6.654775847,695.4221412,53.53132671,5334.864833,3818.4055,198,15.2991524,0,200,2.2027364,0,200,11793.41565,0,0,0,6892.184103,1,C6_parcel_delivery_baltimore.csv,,,22566.70279
1205,C6 parcel delivery,HEV,typical,2050,0.5,C6 parcel delivery| HEV| ave cargo| 2050| +50% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,5334.864833,0,5000,1,662.1902621,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.09970845,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| ave cargo| 2050| +50% of ave rng,299.9997607,24.4076425,15.26750319,0,61426.37265,38687.41423,20779.3078,69.52997752,0,318.1556296,1571.965014,0,10263.10988,129.2991254,6.654775847,695.4221412,80.46350419,5334.864833,3818.4055,198,15.26750319,0,300,2.2073026,0,300,11793.41565,0,0,0,6865.170599,1,C6_parcel_delivery_baltimore.csv,,,22626.2573
1206,C6 parcel delivery,HEV,typical,2050,1,C6 parcel delivery| HEV| ave cargo| 2050| +100% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,5334.864833,0,5000,1,885.0424369,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.13119343,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/C6_parcel_delivery_baltimore.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| ave cargo| 2050| +100% of ave rng,400.0002871,24.46906891,15.23091901,0,61453.55033,38687.41423,20779.3078,92.92945587,0,318.1556296,1575.743212,0,10290.28336,129.3935803,6.654775847,695.4221412,107.5425295,5334.864833,3818.4055,198,15.23091901,0,400,2.2126045,0,400,11793.41565,0,0,0,6837.997119,1,C6_parcel_delivery_baltimore.csv,,,22686.1645
1207,C6 parcel delivery,HEV,typical,2018,0,C6 parcel delivery| HEV| ave cargo| 2018| +0% of ave rng,2,0.665357143,7,4384.6075,0.53,0.59,2.7536,5146.130833,0,5000,1,656.7222707,9.875636446,166.1524273,5,0.022964512,6,0,0.2745,55.38414242,0.93,4,0.333333333,0,60.92255666,19.48730774,4.7,75,0.97,110,-0.6811,1,10,0.0074,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.86,3,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,515.5866957,196,0.07,36,0,1.5,55,7.467735503,36178.36682,C6 parcel delivery| HEV| ave cargo| 2018| +0% of ave rng,201.882489,25.5005552,10.35969112,0,62381.34864,36178.36682,19710.91684,68.95583842,0,664.609709,5758.499437,0,10756.9489,199.9084157,22.15365695,726.349409,79.79908223,5146.130833,4384.6075,198,10.35969112,0,200,3.2529927,0,200,11793.41565,0,0,0,6182.597582,2,EPA_Ph2_rural_interstate_65mph.csv,,,23714.98468
1208,C6 parcel delivery,HEV,typical,2025,0,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,530.7519325,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.7493155,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,202.20694,25.17881471,12.83909386,0,59625.41213,36678.56331,20042.16896,55.72895291,0,486.5535824,2362.397325,0,10610.31331,166.1636898,17.27877743,709.0033989,64.49228082,5183.812417,4271.56275,198,12.83909386,0,200,2.6247958,0,200,11793.41565,0,0,0,6366.914748,2,EPA_Ph2_rural_interstate_65mph.csv,,,23391.70894
1209,C6 parcel delivery,HEV,typical,2050,0,C6 parcel delivery| HEV| ave cargo| 2050| +0% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,5334.864833,0,5000,1,440.5466009,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.07259943,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| ave cargo| 2050| +0% of ave rng,210.324336,24.34666378,16.08894521,0,61399.84698,38687.41423,20779.3078,46.25739309,0,318.1556296,1568.711932,0,10236.09638,129.2177983,6.654775847,695.4221412,53.53132671,5334.864833,3818.4055,198,16.08894521,0,200,2.0946059,0,200,11793.41565,0,0,0,6892.184103,2,EPA_Ph2_rural_interstate_65mph.csv,,,22566.70279
1210,C6 parcel delivery,HEV,typical,2018,0,C6 parcel delivery| HEV| ave cargo| 2018| +0% of ave rng,2,0.665357143,7,4384.6075,0.53,0.59,2.7536,5146.130833,0,5000,1,656.7222707,9.875636446,166.1524273,5,0.022964512,6,0,0.2745,55.38414242,0.93,4,0.333333333,0,60.92255666,19.48730774,4.7,75,0.97,110,-0.6811,1,10,0.0074,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.86,3,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,515.5866957,196,0.07,36,0,1.5,55,7.467735503,36178.36682,C6 parcel delivery| HEV| ave cargo| 2018| +0% of ave rng,244.5475403,25.5005552,12.54906751,0,62381.34864,36178.36682,19710.91684,68.95583842,0,664.609709,5758.499437,0,10756.9489,199.9084157,22.15365695,726.349409,79.79908223,5146.130833,4384.6075,198,12.54906751,0,200,2.6854585,0,200,11793.41565,0,0,0,6182.597582,3,EPA_Ph2_urban_highway_55mph.csv,,,23714.98468
1211,C6 parcel delivery,HEV,typical,2025,0,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,530.7519325,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.7493155,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,246.9291667,25.17881471,15.67872373,0,59625.41213,36678.56331,20042.16896,55.72895291,0,486.5535824,2362.397325,0,10610.31331,166.1636898,17.27877743,709.0033989,64.49228082,5183.812417,4271.56275,198,15.67872373,0,200,2.1494096,0,200,11793.41565,0,0,0,6366.914748,3,EPA_Ph2_urban_highway_55mph.csv,,,23391.70894
1212,C6 parcel delivery,HEV,typical,2050,0,C6 parcel delivery| HEV| ave cargo| 2050| +0% of ave rng,2,0.520714286,7,3818.4055,0.53,0.59,2.7536,5334.864833,0,5000,1,440.5466009,9.875636446,159.0778148,5,0.12,6,0,0.2745,53.02593826,0.980281565,4,0.104583657,0,58.32853208,13.07259943,2.5,75,0.97,110,-0.6811,1,10,0.00655,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,0.4875,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,2634.593043,60,0.07,8,0,1.5,55,3.821380277,38687.41423,C6 parcel delivery| HEV| ave cargo| 2050| +0% of ave rng,258.0303992,24.34666378,19.7382625,0,61399.84698,38687.41423,20779.3078,46.25739309,0,318.1556296,1568.711932,0,10236.09638,129.2177983,6.654775847,695.4221412,53.53132671,5334.864833,3818.4055,198,19.7382625,0,200,1.7073438,0,200,11793.41565,0,0,0,6892.184103,3,EPA_Ph2_urban_highway_55mph.csv,,,22566.70279
1213,C6 parcel delivery,HEV,typical,2018,0,C6 parcel delivery| HEV| ave cargo| 2018| +0% of ave rng,2,0.665357143,7,4384.6075,0.53,0.59,2.7536,5146.130833,0,5000,1,656.7222707,9.875636446,166.1524273,5,0.022964512,6,0,0.2745,55.38414242,0.93,4,0.333333333,0,60.92255666,19.48730774,4.7,75,0.97,110,-0.6811,1,10,0.0074,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.86,3,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,515.5866957,196,0.07,36,0,1.5,55,7.467735503,36178.36682,C6 parcel delivery| HEV| ave cargo| 2018| +0% of ave rng,225.2625916,25.5005552,11.55945165,0,62381.34864,36178.36682,19710.91684,68.95583842,0,664.609709,5758.499437,0,10756.9489,199.9084157,22.15365695,726.349409,79.79908223,5146.130833,4384.6075,198,11.55945165,0,200,2.9153632,0,200,11793.41565,0,0,0,6182.597582,4,EPA_City.csv,,,23714.98468
1214,C6 parcel delivery,HEV,typical,2025,0,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,2,0.597857143,7,4271.56275,0.53,0.59,2.7536,5183.812417,0,5000,1,530.7519325,9.875636446,162.1845275,5,0.068193858,6,0,0.2745,54.06150916,0.939526407,4,0.266344418,0,59.46766008,15.7493155,4.03,75,0.97,110,-0.6811,1,10,0.007,0.45,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,0.894,FALSE,165,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,1346.729604,140,0.07,16,0,1.5,55,4.695593942,36678.56331,C6 parcel delivery| HEV| ave cargo| 2025| +0% of ave rng,244.7086343,25.17881471,15.53773142,0,59625.41213,36678.56331,20042.16896,55.72895291,0,486.5535824,2362.397325,0,10610.31331,166.1636898,17.27877743,709.0033989,64.49228082,5183.812417,4271.56275,198,15.53773142,0,200,2.1689138,0,200,11793.41565,0,0,0,6366.914748,4,EPA_City.csv,,,23391.70894
