FASTSim I/O #,Vocation,Drivetrain,Vehicle loading,Tech year,Range set point of specified spread %,Scenario name,vehPtType,dragCoef,frontalAreaM2,gliderKg_input,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg_input,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffType,fcAbsEffImpr,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,maxMotorKw,motorPeakEff,motorSecsToPeakPwr,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg_input,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,driveCycle,VMT,vmtReductPerYear,constTripDistMiles,vehLifeYears,desiredEssReplacements,gasolineDolPerGal,dieselDolPerGal,dolPerKwh,hydrogenDolPerGGE,tax,discRate,essDolPerKw,essDolPerKwh,essPackageCost,essCostRedPerYear,essSalvageVal,peAndMcDolPerKw,peAndMcBaseCost,iceDolPerKw,iceBaseCost,fuelCellDolPerKw,fuelStorDolPerKwh,fuelStorH2DolPerKwh,plugCost_input,markup,cngIceDolPerKw,fuelStorCngDolPerKwh,vehGliderPrice,vehScenName,range_acvd,acvhd_0_to_acc_speed_secs,mpgge,grid_kwh_per_mi,msrp,gliderCost,fcCost,fsCost,plugCost,mpeCost,essCost,taxCost,vehKg,essMassKg,mcMassKg,fcMassKg,fsMassKg,cargoKg,gliderKg,transKg,Total_mpgge_with_aggegated_PHEV,electricity_use_kWh_per_mi,total_range_mi,fuel_kwh_per_mi,electric_range_mi,fuel_range_mi,Vehicle_class_max_gross_weight(kg),PHEV_Charge_Depleting_Mode_Electricity_Use_kWh_per_mile,PHEV_Charge_Depleting_Mode_Fuel_Use_kWh_per_mile,PHEV_Charge_Sustaining_Mode_Fuel_Use_kWh_per_mile,Vehicle_max_cargo_capacity(kg),Drive_cycle_number,Drive_cycle_name,,,vMassLb
1,C8 truck sleeper,Conv,max,2018,0,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,23294.08615,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,672.0177683,58.95359762,6.634924098,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,36287.43275,0,0,1385.79235,414.754255,23294.08615,10832.8,360,6.634924098,0,750,5.0791840,0,750,36287.43275,0,0,0,23294.08615,1,long_haul_cyc.csv,,,80000
1066,C8 Truck Sleeper 4x cycle,FCEV,max,2050,0,C8 Truck Sleeper 4x cycle| FCEV| max cargo| 2050| +0% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,24855.80012,0,5000,1,1685,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| max cargo| 2050| +0% of ave rng,689.9754577,58.95400753,13.79950915,0,171035.9393,120814.7033,25876.15873,20220,0,1725.077249,2400,0,36287.43276,150,36.08297746,319.4587498,919.0909091,24855.80012,9647,360,13.79950915,0,750,2.4421158,0,750,36287.43275,0,0,0,24855.80012,1,long_haul_cyc_4X.csv,,,80000
1067,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,-1,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| -100% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1348,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| -100% of ave rng,645.7837637,44.29251172,16.14459409,0,166991.9393,120814.7033,25876.15873,16176,0,1725.077249,2400,0,27577.15919,150,36.08297746,319.4587498,735.2727273,16329.34474,9647,360,16.14459409,0,500,2.0873860,0,500,36287.43275,0,0,0,25039.6183,1,long_haul_cyc_4X.csv,,,60797.1567
1068,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,-0.5,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| -50% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1348,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| -50% of ave rng,645.7837637,44.29251172,16.14459409,0,166991.9393,120814.7033,25876.15873,16176,0,1725.077249,2400,0,27577.15919,150,36.08297746,319.4587498,735.2727273,16329.34474,9647,360,16.14459409,0,625,2.0873860,0,625,36287.43275,0,0,0,25039.6183,1,long_haul_cyc_4X.csv,,,60797.1567
1069,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1685,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,804.4200909,44.59317793,16.08840182,0,171035.9393,120814.7033,25876.15873,20220,0,1725.077249,2400,0,27760.97738,150,36.08297746,319.4587498,919.0909091,16329.34474,9647,360,16.08840182,0,750,2.0946767,0,750,36287.43275,0,0,0,24855.80012,1,long_haul_cyc_4X.csv,,,61202.40594
1070,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,0.5,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +50% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2022,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +50% of ave rng,961.945056,44.89420881,16.0324176,0,175079.9393,120814.7033,25876.15873,24264,0,1725.077249,2400,0,27944.79556,150,36.08297746,319.4587498,1102.909091,16329.34474,9647,360,16.0324176,0,875,2.1019912,0,875,36287.43275,0,0,0,24671.98194,1,long_haul_cyc_4X.csv,,,61607.65518
1071,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,1,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +100% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,2359,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +100% of ave rng,1118.383517,45.19560511,15.97690739,0,179123.9393,120814.7033,25876.15873,28308,0,1725.077249,2400,0,28128.61374,150,36.08297746,319.4587498,1286.727273,16329.34474,9647,360,15.97690739,0,1000,2.1092943,0,1000,36287.43275,0,0,0,24488.16375,1,long_haul_cyc_4X.csv,,,62012.90442
1072,C8 Truck Sleeper 4x cycle,FCEV,typical,2018,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2018| +0% of ave rng,2,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,2696,1.48,302.6661744,4,0.04,5,0,0.96,302.6661744,0.93,4,0.333333333,0,332.9327919,20,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.86,3.4,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,111503,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,196,-0.45,196,36,36,0,1.5,55,7.467735503,123514.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2018| +0% of ave rng,779.7793869,48.68210026,9.747242336,0,367624.5527,123514.7033,88983.85527,145584,0,3631.994093,5910,0,30410.28987,202.8,121.0664696,378.332718,2185.945946,16329.34474,10832.8,360,9.747242336,0,750,3.4573881,0,750,36287.43275,0,0,0,22206.48762,2,EPA_Ph2_rural_interstate_65mph.csv,,,67043.13326
1073,C8 Truck Sleeper 4x cycle,FCEV,typical,2025,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2025| +0% of ave rng,2,0.411493124,10.18,10529.2,0.46,0.8,2.28,16329.34474,0,5000,1,2359,1.8,295.0062749,4,0.06,5,0,1.02,295.0062749,0.939526407,4,0.266344418,0,324.5069024,20,4.03,75,0.97,110,-0.6811,10,18,0.0048,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,2.75,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,111503,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,140,11499.55,140,16,16,0,1.5,55,4.695593942,121864.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2025| +0% of ave rng,807.5360944,47.16319028,11.53622992,0,246087.0775,121864.7033,61951.31773,56616,0,2655.056474,3000,0,29419.28554,186.72,94.28792951,347.0662058,1572.666667,16329.34474,10529.2,360,11.53622992,0,750,2.9212317,0,750,36287.43275,0,0,0,23197.49195,2,EPA_Ph2_rural_interstate_65mph.csv,,,64858.34529
1074,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1685,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,741.690317,44.59317793,14.83380634,0,171035.9393,120814.7033,25876.15873,20220,0,1725.077249,2400,0,27760.97738,150,36.08297746,319.4587498,919.0909091,16329.34474,9647,360,14.83380634,0,750,2.2718377,0,750,36287.43275,0,0,0,24855.80012,2,EPA_Ph2_rural_interstate_65mph.csv,,,61202.40594
1075,C8 Truck Sleeper 4x cycle,FCEV,typical,2018,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2018| +0% of ave rng,2,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,2696,1.48,302.6661744,4,0.04,5,0,0.96,302.6661744,0.93,4,0.333333333,0,332.9327919,20,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.86,3.4,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,111503,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,196,-0.45,196,36,36,0,1.5,55,7.467735503,123514.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2018| +0% of ave rng,917.7889346,48.68210026,11.47236168,0,367624.5527,123514.7033,88983.85527,145584,0,3631.994093,5910,0,30410.28987,202.8,121.0664696,378.332718,2185.945946,16329.34474,10832.8,360,11.47236168,0,750,2.9374946,0,750,36287.43275,0,0,0,22206.48762,3,EPA_Ph2_urban_highway_55mph.csv,,,67043.13326
1076,C8 Truck Sleeper 4x cycle,FCEV,typical,2025,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2025| +0% of ave rng,2,0.411493124,10.18,10529.2,0.46,0.8,2.28,16329.34474,0,5000,1,2359,1.8,295.0062749,4,0.06,5,0,1.02,295.0062749,0.939526407,4,0.266344418,0,324.5069024,20,4.03,75,0.97,110,-0.6811,10,18,0.0048,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,2.75,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,111503,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,140,11499.55,140,16,16,0,1.5,55,4.695593942,121864.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2025| +0% of ave rng,936.2307176,47.16319028,13.37472454,0,246087.0775,121864.7033,61951.31773,56616,0,2655.056474,3000,0,29419.28554,186.72,94.28792951,347.0662058,1572.666667,16329.34474,10529.2,360,13.37472454,0,750,2.5196781,0,750,36287.43275,0,0,0,23197.49195,3,EPA_Ph2_urban_highway_55mph.csv,,,64858.34529
1077,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1685,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,849.0464385,44.59317793,16.98092877,0,171035.9393,120814.7033,25876.15873,20220,0,1725.077249,2400,0,27760.97738,150,36.08297746,319.4587498,919.0909091,16329.34474,9647,360,16.98092877,0,750,1.9845793,0,750,36287.43275,0,0,0,24855.80012,3,EPA_Ph2_urban_highway_55mph.csv,,,61202.40594
1078,C8 Truck Sleeper 4x cycle,FCEV,typical,2018,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2018| +0% of ave rng,2,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,2696,1.48,302.6661744,4,0.04,5,0,0.96,302.6661744,0.93,4,0.333333333,0,332.9327919,20,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.86,3.4,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,111503,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,196,-0.45,196,36,36,0,1.5,55,7.467735503,123514.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2018| +0% of ave rng,844.7257369,48.68210026,10.55907171,0,367624.5527,123514.7033,88983.85527,145584,0,3631.994093,5910,0,30410.28987,202.8,121.0664696,378.332718,2185.945946,16329.34474,10832.8,360,10.55907171,0,750,3.1915684,0,750,36287.43275,0,0,0,22206.48762,4,EPA_City.csv,,,67043.13326
1079,C8 Truck Sleeper 4x cycle,FCEV,typical,2025,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2025| +0% of ave rng,2,0.411493124,10.18,10529.2,0.46,0.8,2.28,16329.34474,0,5000,1,2359,1.8,295.0062749,4,0.06,5,0,1.02,295.0062749,0.939526407,4,0.266344418,0,324.5069024,20,4.03,75,0.97,110,-0.6811,10,18,0.0048,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.876644661,2.75,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,111503,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,140,11499.55,140,16,16,0,1.5,55,4.695593942,121864.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2025| +0% of ave rng,849.1071276,47.16319028,12.13010182,0,246087.0775,121864.7033,61951.31773,56616,0,2655.056474,3000,0,29419.28554,186.72,94.28792951,347.0662058,1572.666667,16329.34474,10529.2,360,12.13010182,0,750,2.7782125,0,750,36287.43275,0,0,0,23197.49195,4,EPA_City.csv,,,64858.34529
1080,C8 Truck Sleeper 4x cycle,FCEV,typical,2050,0,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,2,0.352849558,10.18,9647,0.46,0.8,2.28,16329.34474,0,5000,1,1685,2.2,287.5128748,4,0.12,5,0,1.08,287.5128748,0.980281565,4,0.104583657,0,316.2641623,20,2.5,75,0.97,110,-0.6811,10,18,0.0042,0.506,0.7,0.4,0.8,0,0,60,0.2,0,1,100,1,0.949536534,1.5,FALSE,300,0.97,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,111503,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,60,-1000.45,60,8,8,0,1.5,55,3.821380277,120814.7033,C8 Truck Sleeper 4x cycle| FCEV| ave cargo| 2050| +0% of ave rng,784.8274044,44.59317793,15.69654809,0,171035.9393,120814.7033,25876.15873,20220,0,1725.077249,2400,0,27760.97738,150,36.08297746,319.4587498,919.0909091,16329.34474,9647,360,15.69654809,0,750,2.1469689,0,750,36287.43275,0,0,0,24855.80012,4,EPA_City.csv,,,61202.40594
1081,C8 Truck Sleeper 4x cycle,PHEV-charge depleting,max,2018,0,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| max cargo| 2018| +0% of ave rng,4,0.471316306,10.18,10832.8,0.46,0.8,2.28,22988.0553,0,5000,1,3861.674026,9.875636446,313.6235406,3,0.022964512,4.5,61,0.2745,257.7727731,0.93,4,0.333333333,0,283.5500504,3.89E-14,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.03,0.78,1,0,60,0.2,0,85,500,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,125,1.5,55,7.467735503,123514.7033,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| max cargo| 2018| +0% of ave rng,1983.682674,58.9535976,5.735628975,1.71E-17,160494.83,123514.7033,33663.35345,36,187.5,3093.273277,1.15E-11,0,36287.43276,90,103.1091091,1444.231871,469.2364747,22988.0553,10832.8,360,5.735627112,1.03E-17,750,5.8755557,450,300,36287.43275,1.71E-17,5.87555439,5.875557571,22988.0553,1,long_haul_cyc_4X.csv,,,80000
1082,C8 Truck Sleeper 4x cycle,PHEV-charge depleting,typical,2018,-1,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| ave cargo| 2018| -100% of ave rng,4,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,2569.18532,9.875636446,313.6235406,3,0.022964512,4.5,61,0.2745,257.7727731,0.93,4,0.333333333,0,283.5500504,2.50E-18,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.03,0.78,1,0,60,0.2,0,85,500,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,125,1.5,55,7.467735503,123514.7033,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| ave cargo| 2018| -100% of ave rng,1910.462612,47.15454948,6.570472869,1.14E-21,160494.83,123514.7033,33663.35345,36,187.5,3093.273277,7.37E-16,0,29471.6704,90,103.1091091,1444.231871,312.184678,16329.34474,10832.8,360,6.570470344,6.83E-22,500,5.1290081,300,200,36287.43275,1.14E-21,5.129006797,5.129010081,23145.1071,1,long_haul_cyc_4X.csv,,,64973.83399
1083,C8 Truck Sleeper 4x cycle,PHEV-charge depleting,typical,2018,-0.5,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| ave cargo| 2018| -50% of ave rng,4,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,3217.011428,9.875636446,313.6235406,3,0.022964512,4.5,61,0.2745,257.7727731,0.93,4,0.333333333,0,283.5500504,4.48E-16,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.03,0.78,1,0,60,0.2,0,85,500,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,125,1.5,55,7.467735503,123514.7033,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| ave cargo| 2018| -50% of ave rng,1985.658745,47.28680587,6.555682486,1.97E-19,160494.83,123514.7033,33663.35345,36,187.5,3093.273277,1.32E-13,0,29550.3885,90,103.1091091,1444.231871,390.9027772,16329.34474,10832.8,360,6.555679613,1.18E-19,625,5.1405799,375,250,36287.43275,1.97E-19,5.140578432,5.140582188,23066.389,1,long_haul_cyc_4X.csv,,,65147.37749
1084,C8 Truck Sleeper 4x cycle,PHEV-charge depleting,typical,2018,0,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| ave cargo| 2018| +0% of ave rng,4,0.471316306,10.18,10832.8,0.46,0.8,2.28,16329.34474,0,5000,1,3861.674026,9.875636446,313.6235406,3,0.022964512,4.5,61,0.2745,257.7727731,0.93,4,0.333333333,0,283.5500504,3.89E-14,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.03,0.78,1,0,60,0.2,0,85,500,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc_4X.csv,111503,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,125,1.5,55,7.467735503,123514.7033,C8 Truck Sleeper 4x cycle| PHEV-charge depleting| ave cargo| 2018| +0% of ave rng,1986.814762,47.41852192,6.538832453,1.71E-17,160494.83,123514.7033,33663.35345,36,187.5,3093.273277,1.15E-11,0,29628.7222,90,103.1091091,1444.231871,469.2364747,16329.34474,10832.8,360,6.538829593,1.03E-17,750,5.1538268,450,300,36287.43275,1.71E-17,5.15382528,5.153829037,22988.0553,1,long_haul_cyc_4X.csv,,,65320.07353
