,Parameter,Case,TaxCreditCase,CRPYears,Technology,DisplayName,Scenario,variable,value,Reference,Type of Evidence,Escalation Index,Zotero_Key,Summary,Bib_HTML
2936,GCC,R&D,None,30,Nuclear,Nuclear - Microreactor,Conservative,2054,0.0,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
2937,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Large,Advanced,2054,129.28437101027683,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
2938,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Large,Moderate,2054,143.91152189941727,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
2939,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Large,Conservative,2054,155.6242982017935,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
2940,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Small,Advanced,2054,118.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2941,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Small,Moderate,2054,136.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2942,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Small,Conservative,2054,216.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2943,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Microreactor,Advanced,2054,219.9636,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
2944,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Microreactor,Moderate,2054,219.9636,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
2945,Fixed O&M,R&D,None,30,Nuclear,Nuclear - Microreactor,Conservative,2054,219.9636,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
2946,Variable O&M,R&D,None,30,Nuclear,Nuclear - Large,Advanced,2054,1.9,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2947,Variable O&M,R&D,None,30,Nuclear,Nuclear - Large,Moderate,2054,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2948,Variable O&M,R&D,None,30,Nuclear,Nuclear - Large,Conservative,2054,3.4,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2949,Variable O&M,R&D,None,30,Nuclear,Nuclear - Small,Advanced,2054,2.2,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2950,Variable O&M,R&D,None,30,Nuclear,Nuclear - Small,Moderate,2054,2.6,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2951,Variable O&M,R&D,None,30,Nuclear,Nuclear - Small,Conservative,2054,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2952,Variable O&M,R&D,None,30,Nuclear,Nuclear - Microreactor,Advanced,2054,2.2,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2953,Variable O&M,R&D,None,30,Nuclear,Nuclear - Microreactor,Moderate,2054,2.6,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2954,Variable O&M,R&D,None,30,Nuclear,Nuclear - Microreactor,Conservative,2054,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
2955,CFC,R&D,None,30,Nuclear,Nuclear - Large,Advanced,2054,463.9536026372262,,,,,,
2956,CFC,R&D,None,30,Nuclear,Nuclear - Large,Moderate,2054,1328.1215466386473,,,,,,
2957,CFC,R&D,None,30,Nuclear,Nuclear - Large,Conservative,2054,4059.767993972877,,,,,,
2958,CFC,R&D,None,30,Nuclear,Nuclear - Small,Advanced,2054,289.55789101336825,,,,,,
2959,CFC,R&D,None,30,Nuclear,Nuclear - Small,Moderate,2054,739.2043124694765,,,,,,
2960,CFC,R&D,None,30,Nuclear,Nuclear - Small,Conservative,2054,1523.0998179014457,,,,,,
2961,CFC,R&D,None,30,Nuclear,Nuclear - Microreactor,Advanced,2054,259.7577707776608,,,,,,
2962,CFC,R&D,None,30,Nuclear,Nuclear - Microreactor,Moderate,2054,322.4579223446824,,,,,,
2963,CFC,R&D,None,30,Nuclear,Nuclear - Microreactor,Conservative,2054,385.158073911704,,,,,,
2964,LCOE,R&D,None,30,Nuclear,Nuclear - Large,Advanced,2054,48.7860303710932,,,,,,
2965,LCOE,R&D,None,30,Nuclear,Nuclear - Large,Moderate,2054,70.89058190901666,,,,,,
2966,LCOE,R&D,None,30,Nuclear,Nuclear - Large,Conservative,2054,114.71033079606909,,,,,,
2967,LCOE,R&D,None,30,Nuclear,Nuclear - Small,Advanced,2054,45.27898400751549,,,,,,
2968,LCOE,R&D,None,30,Nuclear,Nuclear - Small,Moderate,2054,67.92144429269045,,,,,,
2969,LCOE,R&D,None,30,Nuclear,Nuclear - Small,Conservative,2054,102.60315409158059,,,,,,
2970,LCOE,R&D,None,30,Nuclear,Nuclear - Microreactor,Advanced,2054,107.98963869838177,,,,,,
2971,LCOE,R&D,None,30,Nuclear,Nuclear - Microreactor,Moderate,2054,122.46651286695668,,,,,,
2972,LCOE,R&D,None,30,Nuclear,Nuclear - Microreactor,Conservative,2054,136.7433870355316,,,,,,
2973,CAPEX,R&D,None,30,Nuclear,Nuclear - Large,Advanced,2054,2818.073602637226,,,,,,
2974,CAPEX,R&D,None,30,Nuclear,Nuclear - Large,Moderate,2054,5182.241546638647,,,,,,
2975,CAPEX,R&D,None,30,Nuclear,Nuclear - Large,Conservative,2054,10413.887993972878,,,,,,
2976,CAPEX,R&D,None,30,Nuclear,Nuclear - Small,Advanced,2054,2393.677891013368,,,,,,
2977,CAPEX,R&D,None,30,Nuclear,Nuclear - Small,Moderate,2054,4843.324312469476,,,,,,
2978,CAPEX,R&D,None,30,Nuclear,Nuclear - Small,Conservative,2054,7877.219817901446,,,,,,
2979,CAPEX,R&D,None,30,Nuclear,Nuclear - Microreactor,Advanced,2054,7509.757770777661,,,,,,
2980,CAPEX,R&D,None,30,Nuclear,Nuclear - Microreactor,Moderate,2054,9322.457922344682,,,,,,
2981,CAPEX,R&D,None,30,Nuclear,Nuclear - Microreactor,Conservative,2054,11135.158073911703,,,,,,
2982,Fuel,R&D,None,30,Nuclear,Nuclear - Large,Advanced,2054,9.13239,,,,,,
2983,Fuel,R&D,None,30,Nuclear,Nuclear - Large,Moderate,2054,10.182089999999999,,,,,,
2984,Fuel,R&D,None,30,Nuclear,Nuclear - Large,Conservative,2054,11.33676,,,,,,
2985,Fuel,R&D,None,30,Nuclear,Nuclear - Small,Advanced,2054,10.0062,,,,,,
2986,Fuel,R&D,None,30,Nuclear,Nuclear - Small,Moderate,2054,11.016,,,,,,
2987,Fuel,R&D,None,30,Nuclear,Nuclear - Small,Conservative,2054,12.1176,,,,,,
2988,Fuel,R&D,None,30,Nuclear,Nuclear - Microreactor,Advanced,2054,20.47116,,,,,,
2989,Fuel,R&D,None,30,Nuclear,Nuclear - Microreactor,Moderate,2054,20.47116,,,,,,
2990,Fuel,R&D,None,30,Nuclear,Nuclear - Microreactor,Conservative,2054,20.47116,,,,,,
2991,Heat Rate,R&D,None,30,Nuclear,Nuclear - Large,Advanced,2054,10.497,N/A,Calculated,N/A,,,
2992,Heat Rate,R&D,None,30,Nuclear,Nuclear - Large,Moderate,2054,10.497,N/A,Calculated,N/A,,,
2993,Heat Rate,R&D,None,30,Nuclear,Nuclear - Large,Conservative,2054,10.497,N/A,Calculated,N/A,,,
2994,Heat Rate,R&D,None,30,Nuclear,Nuclear - Small,Advanced,2054,9.18,N/A,Calculated,N/A,,,
2995,Heat Rate,R&D,None,30,Nuclear,Nuclear - Small,Moderate,2054,9.18,N/A,Calculated,N/A,,,
2996,Heat Rate,R&D,None,30,Nuclear,Nuclear - Small,Conservative,2054,9.18,N/A,Calculated,N/A,,,
